ur_syll,sr_syll,ur_string,sr_string
ðo.mi,ðe.mi,ðomi,ðemi
ðo.ni,ðe.ni,ðoni,ðeni
ðo.pi,ðe.pi,ðopi,ðepi
ðo.ti,ðe.ti,ðoti,ðeti
ðo.ki,ðe.ki,ðoki,ðeki
ðo.bi,ðe.bi,ðobi,ðebi
ðo.di,ðe.di,ðodi,ðedi
ðo.gi,ðe.gi,ðogi,ðegi
ðo.fi,ðe.fi,ðofi,ðefi
ðo.si,ðe.si,ðosi,ðesi
ðo.vi,ðe.vi,ðovi,ðevi
ðo.zi,ðe.zi,ðozi,ðezi
ðo.ʃi,ðe.ʃi,ðoʃi,ðeʃi
ðo.ʒi,ðe.ʒi,ðoʒi,ðeʒi
ðo.θi,ðe.θi,ðoθi,ðeθi
ðo.ði,ðe.ði,ðoði,ðeði
ðo.hi,ðe.hi,ðohi,ðehi
ðo.me,ðe.me,ðome,ðeme
ðo.ne,ðe.ne,ðone,ðene
ðo.pe,ðe.pe,ðope,ðepe
ðo.te,ðe.te,ðote,ðete
ðo.ke,ðe.ke,ðoke,ðeke
ðo.be,ðe.be,ðobe,ðebe
ðo.de,ðe.de,ðode,ðede
ðo.ge,ðe.ge,ðoge,ðege
ðo.fe,ðe.fe,ðofe,ðefe
ðo.se,ðe.se,ðose,ðese
ðo.ve,ðe.ve,ðove,ðeve
ðo.ze,ðe.ze,ðoze,ðeze
ðo.ʃe,ðe.ʃe,ðoʃe,ðeʃe
ðo.ʒe,ðe.ʒe,ðoʒe,ðeʒe
ðo.θe,ðe.θe,ðoθe,ðeθe
ðo.ðe,ðe.ðe,ðoðe,ðeðe
ðo.he,ðe.he,ðohe,ðehe
ðo.mu,ðe.mu,ðomu,ðemu
ðo.nu,ðe.nu,ðonu,ðenu
ðo.pu,ðe.pu,ðopu,ðepu
ðo.tu,ðe.tu,ðotu,ðetu
ðo.ku,ðe.ku,ðoku,ðeku
ðo.bu,ðe.bu,ðobu,ðebu
ðo.du,ðe.du,ðodu,ðedu
ðo.gu,ðe.gu,ðogu,ðegu
ðo.fu,ðe.fu,ðofu,ðefu
ðo.su,ðe.su,ðosu,ðesu
ðo.vu,ðe.vu,ðovu,ðevu
ðo.zu,ðe.zu,ðozu,ðezu
ðo.ʃu,ðe.ʃu,ðoʃu,ðeʃu
ðo.ʒu,ðe.ʒu,ðoʒu,ðeʒu
ðo.θu,ðe.θu,ðoθu,ðeθu
ðo.ðu,ðe.ðu,ðoðu,ðeðu
ðo.hu,ðe.hu,ðohu,ðehu
ðo.mo,ðe.mo,ðomo,ðemo
ðo.no,ðe.no,ðono,ðeno
ðo.po,ðe.po,ðopo,ðepo
ðo.to,ðe.to,ðoto,ðeto
ðo.ko,ðe.ko,ðoko,ðeko
ðo.bo,ðe.bo,ðobo,ðebo
ðo.do,ðe.do,ðodo,ðedo
ðo.go,ðe.go,ðogo,ðego
ðo.fo,ðe.fo,ðofo,ðefo
ðo.so,ðe.so,ðoso,ðeso
ðo.vo,ðe.vo,ðovo,ðevo
ðo.zo,ðe.zo,ðozo,ðezo
ðo.ʃo,ðe.ʃo,ðoʃo,ðeʃo
ðo.ʒo,ðe.ʒo,ðoʒo,ðeʒo
ðo.θo,ðe.θo,ðoθo,ðeθo
ðo.ðo,ðe.ðo,ðoðo,ðeðo
ðo.ho,ðe.ho,ðoho,ðeho
ho.mi,he.mi,homi,hemi
ho.ni,he.ni,honi,heni
ho.pi,he.pi,hopi,hepi
ho.ti,he.ti,hoti,heti
ho.ki,he.ki,hoki,heki
ho.bi,he.bi,hobi,hebi
ho.di,he.di,hodi,hedi
ho.gi,he.gi,hogi,hegi
ho.fi,he.fi,hofi,hefi
ho.si,he.si,hosi,hesi
ho.vi,he.vi,hovi,hevi
ho.zi,he.zi,hozi,hezi
ho.ʃi,he.ʃi,hoʃi,heʃi
ho.ʒi,he.ʒi,hoʒi,heʒi
ho.θi,he.θi,hoθi,heθi
ho.ði,he.ði,hoði,heði
ho.hi,he.hi,hohi,hehi
ho.me,he.me,home,heme
ho.ne,he.ne,hone,hene
ho.pe,he.pe,hope,hepe
ho.te,he.te,hote,hete
ho.ke,he.ke,hoke,heke
ho.be,he.be,hobe,hebe
ho.de,he.de,hode,hede
ho.ge,he.ge,hoge,hege
ho.fe,he.fe,hofe,hefe
ho.se,he.se,hose,hese
ho.ve,he.ve,hove,heve
ho.ze,he.ze,hoze,heze
ho.ʃe,he.ʃe,hoʃe,heʃe
ho.ʒe,he.ʒe,hoʒe,heʒe
ho.θe,he.θe,hoθe,heθe
ho.ðe,he.ðe,hoðe,heðe
ho.he,he.he,hohe,hehe
ho.mu,he.mu,homu,hemu
ho.nu,he.nu,honu,henu
ho.pu,he.pu,hopu,hepu
ho.tu,he.tu,hotu,hetu
ho.ku,he.ku,hoku,heku
ho.bu,he.bu,hobu,hebu
ho.du,he.du,hodu,hedu
ho.gu,he.gu,hogu,hegu
ho.fu,he.fu,hofu,hefu
ho.su,he.su,hosu,hesu
ho.vu,he.vu,hovu,hevu
ho.zu,he.zu,hozu,hezu
ho.ʃu,he.ʃu,hoʃu,heʃu
ho.ʒu,he.ʒu,hoʒu,heʒu
ho.θu,he.θu,hoθu,heθu
ho.ðu,he.ðu,hoðu,heðu
ho.hu,he.hu,hohu,hehu
ho.mo,he.mo,homo,hemo
ho.no,he.no,hono,heno
ho.po,he.po,hopo,hepo
ho.to,he.to,hoto,heto
ho.ko,he.ko,hoko,heko
ho.bo,he.bo,hobo,hebo
ho.do,he.do,hodo,hedo
ho.go,he.go,hogo,hego
ho.fo,he.fo,hofo,hefo
ho.so,he.so,hoso,heso
ho.vo,he.vo,hovo,hevo
ho.zo,he.zo,hozo,hezo
ho.ʃo,he.ʃo,hoʃo,heʃo
ho.ʒo,he.ʒo,hoʒo,heʒo
ho.θo,he.θo,hoθo,heθo
ho.ðo,he.ðo,hoðo,heðo
ho.ho,he.ho,hoho,heho
ɪm.i,ʊm.i,ɪmi,ʊmi
ɪm.e,ʊm.e,ɪme,ʊme
ɪm.u,ʊm.u,ɪmu,ʊmu
ɪm.o,ʊm.o,ɪmo,ʊmo
ɪn.i,ʊn.i,ɪni,ʊni
ɪn.e,ʊn.e,ɪne,ʊne
ɪn.u,ʊn.u,ɪnu,ʊnu
ɪn.o,ʊn.o,ɪno,ʊno
ɪŋ.i,ʊŋ.i,ɪŋi,ʊŋi
ɪŋ.e,ʊŋ.e,ɪŋe,ʊŋe
ɪŋ.u,ʊŋ.u,ɪŋu,ʊŋu
ɪŋ.o,ʊŋ.o,ɪŋo,ʊŋo
ɪp.i,ʊp.i,ɪpi,ʊpi
ɪp.e,ʊp.e,ɪpe,ʊpe
ɪp.u,ʊp.u,ɪpu,ʊpu
ɪp.o,ʊp.o,ɪpo,ʊpo
ɪt.i,ʊt.i,ɪti,ʊti
ɪt.e,ʊt.e,ɪte,ʊte
ɪt.u,ʊt.u,ɪtu,ʊtu
ɪt.o,ʊt.o,ɪto,ʊto
ɪk.i,ʊk.i,ɪki,ʊki
ɪk.e,ʊk.e,ɪke,ʊke
ɪk.u,ʊk.u,ɪku,ʊku
ɪk.o,ʊk.o,ɪko,ʊko
ɪb.i,ʊb.i,ɪbi,ʊbi
ɪb.e,ʊb.e,ɪbe,ʊbe
ɪb.u,ʊb.u,ɪbu,ʊbu
ɪb.o,ʊb.o,ɪbo,ʊbo
ɪd.i,ʊd.i,ɪdi,ʊdi
ɪd.e,ʊd.e,ɪde,ʊde
ɪd.u,ʊd.u,ɪdu,ʊdu
ɪd.o,ʊd.o,ɪdo,ʊdo
ɪg.i,ʊg.i,ɪgi,ʊgi
ɪg.e,ʊg.e,ɪge,ʊge
ɪg.u,ʊg.u,ɪgu,ʊgu
ɪg.o,ʊg.o,ɪgo,ʊgo
ɪf.i,ʊf.i,ɪfi,ʊfi
ɪf.e,ʊf.e,ɪfe,ʊfe
ɪf.u,ʊf.u,ɪfu,ʊfu
ɪf.o,ʊf.o,ɪfo,ʊfo
ɪs.i,ʊs.i,ɪsi,ʊsi
ɪs.e,ʊs.e,ɪse,ʊse
ɪs.u,ʊs.u,ɪsu,ʊsu
ɪs.o,ʊs.o,ɪso,ʊso
ɪv.i,ʊv.i,ɪvi,ʊvi
ɪv.e,ʊv.e,ɪve,ʊve
ɪv.u,ʊv.u,ɪvu,ʊvu
ɪv.o,ʊv.o,ɪvo,ʊvo
ɪz.i,ʊz.i,ɪzi,ʊzi
ɪz.e,ʊz.e,ɪze,ʊze
ɪz.u,ʊz.u,ɪzu,ʊzu
ɪz.o,ʊz.o,ɪzo,ʊzo
ɪʃ.i,ʊʃ.i,ɪʃi,ʊʃi
ɪʃ.e,ʊʃ.e,ɪʃe,ʊʃe
ɪʃ.u,ʊʃ.u,ɪʃu,ʊʃu
ɪʃ.o,ʊʃ.o,ɪʃo,ʊʃo
ɪʒ.i,ʊʒ.i,ɪʒi,ʊʒi
ɪʒ.e,ʊʒ.e,ɪʒe,ʊʒe
ɪʒ.u,ʊʒ.u,ɪʒu,ʊʒu
ɪʒ.o,ʊʒ.o,ɪʒo,ʊʒo
ɪθ.i,ʊθ.i,ɪθi,ʊθi
ɪθ.e,ʊθ.e,ɪθe,ʊθe
ɪθ.u,ʊθ.u,ɪθu,ʊθu
ɪθ.o,ʊθ.o,ɪθo,ʊθo
ɪð.i,ʊð.i,ɪði,ʊði
ɪð.e,ʊð.e,ɪðe,ʊðe
ɪð.u,ʊð.u,ɪðu,ʊðu
ɪð.o,ʊð.o,ɪðo,ʊðo
ɛm.i,ɔm.i,ɛmi,ɔmi
ɛm.e,ɔm.e,ɛme,ɔme
ɛm.u,ɔm.u,ɛmu,ɔmu
ɛm.o,ɔm.o,ɛmo,ɔmo
ɛn.i,ɔn.i,ɛni,ɔni
ɛn.e,ɔn.e,ɛne,ɔne
ɛn.u,ɔn.u,ɛnu,ɔnu
ɛn.o,ɔn.o,ɛno,ɔno
ɛŋ.i,ɔŋ.i,ɛŋi,ɔŋi
ɛŋ.e,ɔŋ.e,ɛŋe,ɔŋe
ɛŋ.u,ɔŋ.u,ɛŋu,ɔŋu
ɛŋ.o,ɔŋ.o,ɛŋo,ɔŋo
ɛp.i,ɔp.i,ɛpi,ɔpi
ɛp.e,ɔp.e,ɛpe,ɔpe
ɛp.u,ɔp.u,ɛpu,ɔpu
ɛp.o,ɔp.o,ɛpo,ɔpo
ɛt.i,ɔt.i,ɛti,ɔti
ɛt.e,ɔt.e,ɛte,ɔte
ɛt.u,ɔt.u,ɛtu,ɔtu
ɛt.o,ɔt.o,ɛto,ɔto
ɛk.i,ɔk.i,ɛki,ɔki
ɛk.e,ɔk.e,ɛke,ɔke
ɛk.u,ɔk.u,ɛku,ɔku
ɛk.o,ɔk.o,ɛko,ɔko
ɛb.i,ɔb.i,ɛbi,ɔbi
ɛb.e,ɔb.e,ɛbe,ɔbe
ɛb.u,ɔb.u,ɛbu,ɔbu
ɛb.o,ɔb.o,ɛbo,ɔbo
ɛd.i,ɔd.i,ɛdi,ɔdi
ɛd.e,ɔd.e,ɛde,ɔde
ɛd.u,ɔd.u,ɛdu,ɔdu
ɛd.o,ɔd.o,ɛdo,ɔdo
ɛg.i,ɔg.i,ɛgi,ɔgi
ɛg.e,ɔg.e,ɛge,ɔge
ɛg.u,ɔg.u,ɛgu,ɔgu
ɛg.o,ɔg.o,ɛgo,ɔgo
ɛf.i,ɔf.i,ɛfi,ɔfi
ɛf.e,ɔf.e,ɛfe,ɔfe
ɛf.u,ɔf.u,ɛfu,ɔfu
ɛf.o,ɔf.o,ɛfo,ɔfo
ɛs.i,ɔs.i,ɛsi,ɔsi
ɛs.e,ɔs.e,ɛse,ɔse
ɛs.u,ɔs.u,ɛsu,ɔsu
ɛs.o,ɔs.o,ɛso,ɔso
ɛv.i,ɔv.i,ɛvi,ɔvi
ɛv.e,ɔv.e,ɛve,ɔve
ɛv.u,ɔv.u,ɛvu,ɔvu
ɛv.o,ɔv.o,ɛvo,ɔvo
ɛz.i,ɔz.i,ɛzi,ɔzi
ɛz.e,ɔz.e,ɛze,ɔze
ɛz.u,ɔz.u,ɛzu,ɔzu
ɛz.o,ɔz.o,ɛzo,ɔzo
ɛʃ.i,ɔʃ.i,ɛʃi,ɔʃi
ɛʃ.e,ɔʃ.e,ɛʃe,ɔʃe
ɛʃ.u,ɔʃ.u,ɛʃu,ɔʃu
ɛʃ.o,ɔʃ.o,ɛʃo,ɔʃo
ɛʒ.i,ɔʒ.i,ɛʒi,ɔʒi
ɛʒ.e,ɔʒ.e,ɛʒe,ɔʒe
ɛʒ.u,ɔʒ.u,ɛʒu,ɔʒu
ɛʒ.o,ɔʒ.o,ɛʒo,ɔʒo
ɛθ.i,ɔθ.i,ɛθi,ɔθi
ɛθ.e,ɔθ.e,ɛθe,ɔθe
ɛθ.u,ɔθ.u,ɛθu,ɔθu
ɛθ.o,ɔθ.o,ɛθo,ɔθo
ɛð.i,ɔð.i,ɛði,ɔði
ɛð.e,ɔð.e,ɛðe,ɔðe
ɛð.u,ɔð.u,ɛðu,ɔðu
ɛð.o,ɔð.o,ɛðo,ɔðo
ʊm.i,ɪm.i,ʊmi,ɪmi
ʊm.e,ɪm.e,ʊme,ɪme
ʊm.u,ɪm.u,ʊmu,ɪmu
ʊm.o,ɪm.o,ʊmo,ɪmo
ʊn.i,ɪn.i,ʊni,ɪni
ʊn.e,ɪn.e,ʊne,ɪne
ʊn.u,ɪn.u,ʊnu,ɪnu
ʊn.o,ɪn.o,ʊno,ɪno
ʊŋ.i,ɪŋ.i,ʊŋi,ɪŋi
ʊŋ.e,ɪŋ.e,ʊŋe,ɪŋe
ʊŋ.u,ɪŋ.u,ʊŋu,ɪŋu
ʊŋ.o,ɪŋ.o,ʊŋo,ɪŋo
ʊp.i,ɪp.i,ʊpi,ɪpi
ʊp.e,ɪp.e,ʊpe,ɪpe
ʊp.u,ɪp.u,ʊpu,ɪpu
ʊp.o,ɪp.o,ʊpo,ɪpo
ʊt.i,ɪt.i,ʊti,ɪti
ʊt.e,ɪt.e,ʊte,ɪte
ʊt.u,ɪt.u,ʊtu,ɪtu
ʊt.o,ɪt.o,ʊto,ɪto
ʊk.i,ɪk.i,ʊki,ɪki
ʊk.e,ɪk.e,ʊke,ɪke
ʊk.u,ɪk.u,ʊku,ɪku
ʊk.o,ɪk.o,ʊko,ɪko
ʊb.i,ɪb.i,ʊbi,ɪbi
ʊb.e,ɪb.e,ʊbe,ɪbe
ʊb.u,ɪb.u,ʊbu,ɪbu
ʊb.o,ɪb.o,ʊbo,ɪbo
ʊd.i,ɪd.i,ʊdi,ɪdi
ʊd.e,ɪd.e,ʊde,ɪde
ʊd.u,ɪd.u,ʊdu,ɪdu
ʊd.o,ɪd.o,ʊdo,ɪdo
ʊg.i,ɪg.i,ʊgi,ɪgi
ʊg.e,ɪg.e,ʊge,ɪge
ʊg.u,ɪg.u,ʊgu,ɪgu
ʊg.o,ɪg.o,ʊgo,ɪgo
ʊf.i,ɪf.i,ʊfi,ɪfi
ʊf.e,ɪf.e,ʊfe,ɪfe
ʊf.u,ɪf.u,ʊfu,ɪfu
ʊf.o,ɪf.o,ʊfo,ɪfo
ʊs.i,ɪs.i,ʊsi,ɪsi
ʊs.e,ɪs.e,ʊse,ɪse
ʊs.u,ɪs.u,ʊsu,ɪsu
ʊs.o,ɪs.o,ʊso,ɪso
ʊv.i,ɪv.i,ʊvi,ɪvi
ʊv.e,ɪv.e,ʊve,ɪve
ʊv.u,ɪv.u,ʊvu,ɪvu
ʊv.o,ɪv.o,ʊvo,ɪvo
ʊz.i,ɪz.i,ʊzi,ɪzi
ʊz.e,ɪz.e,ʊze,ɪze
ʊz.u,ɪz.u,ʊzu,ɪzu
ʊz.o,ɪz.o,ʊzo,ɪzo
ʊʃ.i,ɪʃ.i,ʊʃi,ɪʃi
ʊʃ.e,ɪʃ.e,ʊʃe,ɪʃe
ʊʃ.u,ɪʃ.u,ʊʃu,ɪʃu
ʊʃ.o,ɪʃ.o,ʊʃo,ɪʃo
ʊʒ.i,ɪʒ.i,ʊʒi,ɪʒi
ʊʒ.e,ɪʒ.e,ʊʒe,ɪʒe
ʊʒ.u,ɪʒ.u,ʊʒu,ɪʒu
ʊʒ.o,ɪʒ.o,ʊʒo,ɪʒo
ʊθ.i,ɪθ.i,ʊθi,ɪθi
ʊθ.e,ɪθ.e,ʊθe,ɪθe
ʊθ.u,ɪθ.u,ʊθu,ɪθu
ʊθ.o,ɪθ.o,ʊθo,ɪθo
ʊð.i,ɪð.i,ʊði,ɪði
ʊð.e,ɪð.e,ʊðe,ɪðe
ʊð.u,ɪð.u,ʊðu,ɪðu
ʊð.o,ɪð.o,ʊðo,ɪðo
ɔm.i,ɛm.i,ɔmi,ɛmi
ɔm.e,ɛm.e,ɔme,ɛme
ɔm.u,ɛm.u,ɔmu,ɛmu
ɔm.o,ɛm.o,ɔmo,ɛmo
ɔn.i,ɛn.i,ɔni,ɛni
ɔn.e,ɛn.e,ɔne,ɛne
ɔn.u,ɛn.u,ɔnu,ɛnu
ɔn.o,ɛn.o,ɔno,ɛno
ɔŋ.i,ɛŋ.i,ɔŋi,ɛŋi
ɔŋ.e,ɛŋ.e,ɔŋe,ɛŋe
ɔŋ.u,ɛŋ.u,ɔŋu,ɛŋu
ɔŋ.o,ɛŋ.o,ɔŋo,ɛŋo
ɔp.i,ɛp.i,ɔpi,ɛpi
ɔp.e,ɛp.e,ɔpe,ɛpe
ɔp.u,ɛp.u,ɔpu,ɛpu
ɔp.o,ɛp.o,ɔpo,ɛpo
ɔt.i,ɛt.i,ɔti,ɛti
ɔt.e,ɛt.e,ɔte,ɛte
ɔt.u,ɛt.u,ɔtu,ɛtu
ɔt.o,ɛt.o,ɔto,ɛto
ɔk.i,ɛk.i,ɔki,ɛki
ɔk.e,ɛk.e,ɔke,ɛke
ɔk.u,ɛk.u,ɔku,ɛku
ɔk.o,ɛk.o,ɔko,ɛko
ɔb.i,ɛb.i,ɔbi,ɛbi
ɔb.e,ɛb.e,ɔbe,ɛbe
ɔb.u,ɛb.u,ɔbu,ɛbu
ɔb.o,ɛb.o,ɔbo,ɛbo
ɔd.i,ɛd.i,ɔdi,ɛdi
ɔd.e,ɛd.e,ɔde,ɛde
ɔd.u,ɛd.u,ɔdu,ɛdu
ɔd.o,ɛd.o,ɔdo,ɛdo
ɔg.i,ɛg.i,ɔgi,ɛgi
ɔg.e,ɛg.e,ɔge,ɛge
ɔg.u,ɛg.u,ɔgu,ɛgu
ɔg.o,ɛg.o,ɔgo,ɛgo
ɔf.i,ɛf.i,ɔfi,ɛfi
ɔf.e,ɛf.e,ɔfe,ɛfe
ɔf.u,ɛf.u,ɔfu,ɛfu
ɔf.o,ɛf.o,ɔfo,ɛfo
ɔs.i,ɛs.i,ɔsi,ɛsi
ɔs.e,ɛs.e,ɔse,ɛse
ɔs.u,ɛs.u,ɔsu,ɛsu
ɔs.o,ɛs.o,ɔso,ɛso
ɔv.i,ɛv.i,ɔvi,ɛvi
ɔv.e,ɛv.e,ɔve,ɛve
ɔv.u,ɛv.u,ɔvu,ɛvu
ɔv.o,ɛv.o,ɔvo,ɛvo
ɔz.i,ɛz.i,ɔzi,ɛzi
ɔz.e,ɛz.e,ɔze,ɛze
ɔz.u,ɛz.u,ɔzu,ɛzu
ɔz.o,ɛz.o,ɔzo,ɛzo
ɔʃ.i,ɛʃ.i,ɔʃi,ɛʃi
ɔʃ.e,ɛʃ.e,ɔʃe,ɛʃe
ɔʃ.u,ɛʃ.u,ɔʃu,ɛʃu
ɔʃ.o,ɛʃ.o,ɔʃo,ɛʃo
ɔʒ.i,ɛʒ.i,ɔʒi,ɛʒi
ɔʒ.e,ɛʒ.e,ɔʒe,ɛʒe
ɔʒ.u,ɛʒ.u,ɔʒu,ɛʒu
ɔʒ.o,ɛʒ.o,ɔʒo,ɛʒo
ɔθ.i,ɛθ.i,ɔθi,ɛθi
ɔθ.e,ɛθ.e,ɔθe,ɛθe
ɔθ.u,ɛθ.u,ɔθu,ɛθu
ɔθ.o,ɛθ.o,ɔθo,ɛθo
ɔð.i,ɛð.i,ɔði,ɛði
ɔð.e,ɛð.e,ɔðe,ɛðe
ɔð.u,ɛð.u,ɔðu,ɛðu
ɔð.o,ɛð.o,ɔðo,ɛðo
ɪm.ɪm,ʊm.ɪm,ɪmɪm,ʊmɪm
ɪm.ɪn,ʊm.ɪn,ɪmɪn,ʊmɪn
ɪm.ɪŋ,ʊm.ɪŋ,ɪmɪŋ,ʊmɪŋ
ɪm.ɪp,ʊm.ɪp,ɪmɪp,ʊmɪp
ɪm.ɪt,ʊm.ɪt,ɪmɪt,ʊmɪt
ɪm.ɪk,ʊm.ɪk,ɪmɪk,ʊmɪk
ɪm.ɪb,ʊm.ɪb,ɪmɪb,ʊmɪb
ɪm.ɪd,ʊm.ɪd,ɪmɪd,ʊmɪd
ɪm.ɪg,ʊm.ɪg,ɪmɪg,ʊmɪg
ɪm.ɪf,ʊm.ɪf,ɪmɪf,ʊmɪf
ɪm.ɪs,ʊm.ɪs,ɪmɪs,ʊmɪs
ɪm.ɪv,ʊm.ɪv,ɪmɪv,ʊmɪv
ɪm.ɪz,ʊm.ɪz,ɪmɪz,ʊmɪz
ɪm.ɪʃ,ʊm.ɪʃ,ɪmɪʃ,ʊmɪʃ
ɪm.ɪʒ,ʊm.ɪʒ,ɪmɪʒ,ʊmɪʒ
ɪm.ɪθ,ʊm.ɪθ,ɪmɪθ,ʊmɪθ
ɪm.ɪð,ʊm.ɪð,ɪmɪð,ʊmɪð
ɪm.ɛm,ʊm.ɛm,ɪmɛm,ʊmɛm
ɪm.ɛn,ʊm.ɛn,ɪmɛn,ʊmɛn
ɪm.ɛŋ,ʊm.ɛŋ,ɪmɛŋ,ʊmɛŋ
ɪm.ɛp,ʊm.ɛp,ɪmɛp,ʊmɛp
ɪm.ɛt,ʊm.ɛt,ɪmɛt,ʊmɛt
ɪm.ɛk,ʊm.ɛk,ɪmɛk,ʊmɛk
ɪm.ɛb,ʊm.ɛb,ɪmɛb,ʊmɛb
ɪm.ɛd,ʊm.ɛd,ɪmɛd,ʊmɛd
ɪm.ɛg,ʊm.ɛg,ɪmɛg,ʊmɛg
ɪm.ɛf,ʊm.ɛf,ɪmɛf,ʊmɛf
ɪm.ɛs,ʊm.ɛs,ɪmɛs,ʊmɛs
ɪm.ɛv,ʊm.ɛv,ɪmɛv,ʊmɛv
ɪm.ɛz,ʊm.ɛz,ɪmɛz,ʊmɛz
ɪm.ɛʃ,ʊm.ɛʃ,ɪmɛʃ,ʊmɛʃ
ɪm.ɛʒ,ʊm.ɛʒ,ɪmɛʒ,ʊmɛʒ
ɪm.ɛθ,ʊm.ɛθ,ɪmɛθ,ʊmɛθ
ɪm.ɛð,ʊm.ɛð,ɪmɛð,ʊmɛð
ɪm.ʊm,ʊm.ʊm,ɪmʊm,ʊmʊm
ɪm.ʊn,ʊm.ʊn,ɪmʊn,ʊmʊn
ɪm.ʊŋ,ʊm.ʊŋ,ɪmʊŋ,ʊmʊŋ
ɪm.ʊp,ʊm.ʊp,ɪmʊp,ʊmʊp
ɪm.ʊt,ʊm.ʊt,ɪmʊt,ʊmʊt
ɪm.ʊk,ʊm.ʊk,ɪmʊk,ʊmʊk
ɪm.ʊb,ʊm.ʊb,ɪmʊb,ʊmʊb
ɪm.ʊd,ʊm.ʊd,ɪmʊd,ʊmʊd
ɪm.ʊg,ʊm.ʊg,ɪmʊg,ʊmʊg
ɪm.ʊf,ʊm.ʊf,ɪmʊf,ʊmʊf
ɪm.ʊs,ʊm.ʊs,ɪmʊs,ʊmʊs
ɪm.ʊv,ʊm.ʊv,ɪmʊv,ʊmʊv
ɪm.ʊz,ʊm.ʊz,ɪmʊz,ʊmʊz
ɪm.ʊʃ,ʊm.ʊʃ,ɪmʊʃ,ʊmʊʃ
ɪm.ʊʒ,ʊm.ʊʒ,ɪmʊʒ,ʊmʊʒ
ɪm.ʊθ,ʊm.ʊθ,ɪmʊθ,ʊmʊθ
ɪm.ʊð,ʊm.ʊð,ɪmʊð,ʊmʊð
ɪm.ɔm,ʊm.ɔm,ɪmɔm,ʊmɔm
ɪm.ɔn,ʊm.ɔn,ɪmɔn,ʊmɔn
ɪm.ɔŋ,ʊm.ɔŋ,ɪmɔŋ,ʊmɔŋ
ɪm.ɔp,ʊm.ɔp,ɪmɔp,ʊmɔp
ɪm.ɔt,ʊm.ɔt,ɪmɔt,ʊmɔt
ɪm.ɔk,ʊm.ɔk,ɪmɔk,ʊmɔk
ɪm.ɔb,ʊm.ɔb,ɪmɔb,ʊmɔb
ɪm.ɔd,ʊm.ɔd,ɪmɔd,ʊmɔd
ɪm.ɔg,ʊm.ɔg,ɪmɔg,ʊmɔg
ɪm.ɔf,ʊm.ɔf,ɪmɔf,ʊmɔf
ɪm.ɔs,ʊm.ɔs,ɪmɔs,ʊmɔs
ɪm.ɔv,ʊm.ɔv,ɪmɔv,ʊmɔv
ɪm.ɔz,ʊm.ɔz,ɪmɔz,ʊmɔz
ɪm.ɔʃ,ʊm.ɔʃ,ɪmɔʃ,ʊmɔʃ
ɪm.ɔʒ,ʊm.ɔʒ,ɪmɔʒ,ʊmɔʒ
ɪm.ɔθ,ʊm.ɔθ,ɪmɔθ,ʊmɔθ
ɪm.ɔð,ʊm.ɔð,ɪmɔð,ʊmɔð
ɪn.ɪm,ʊn.ɪm,ɪnɪm,ʊnɪm
ɪn.ɪn,ʊn.ɪn,ɪnɪn,ʊnɪn
ɪn.ɪŋ,ʊn.ɪŋ,ɪnɪŋ,ʊnɪŋ
ɪn.ɪp,ʊn.ɪp,ɪnɪp,ʊnɪp
ɪn.ɪt,ʊn.ɪt,ɪnɪt,ʊnɪt
ɪn.ɪk,ʊn.ɪk,ɪnɪk,ʊnɪk
ɪn.ɪb,ʊn.ɪb,ɪnɪb,ʊnɪb
ɪn.ɪd,ʊn.ɪd,ɪnɪd,ʊnɪd
ɪn.ɪg,ʊn.ɪg,ɪnɪg,ʊnɪg
ɪn.ɪf,ʊn.ɪf,ɪnɪf,ʊnɪf
ɪn.ɪs,ʊn.ɪs,ɪnɪs,ʊnɪs
ɪn.ɪv,ʊn.ɪv,ɪnɪv,ʊnɪv
ɪn.ɪz,ʊn.ɪz,ɪnɪz,ʊnɪz
ɪn.ɪʃ,ʊn.ɪʃ,ɪnɪʃ,ʊnɪʃ
ɪn.ɪʒ,ʊn.ɪʒ,ɪnɪʒ,ʊnɪʒ
ɪn.ɪθ,ʊn.ɪθ,ɪnɪθ,ʊnɪθ
ɪn.ɪð,ʊn.ɪð,ɪnɪð,ʊnɪð
ɪn.ɛm,ʊn.ɛm,ɪnɛm,ʊnɛm
ɪn.ɛn,ʊn.ɛn,ɪnɛn,ʊnɛn
ɪn.ɛŋ,ʊn.ɛŋ,ɪnɛŋ,ʊnɛŋ
ɪn.ɛp,ʊn.ɛp,ɪnɛp,ʊnɛp
ɪn.ɛt,ʊn.ɛt,ɪnɛt,ʊnɛt
ɪn.ɛk,ʊn.ɛk,ɪnɛk,ʊnɛk
ɪn.ɛb,ʊn.ɛb,ɪnɛb,ʊnɛb
ɪn.ɛd,ʊn.ɛd,ɪnɛd,ʊnɛd
ɪn.ɛg,ʊn.ɛg,ɪnɛg,ʊnɛg
ɪn.ɛf,ʊn.ɛf,ɪnɛf,ʊnɛf
ɪn.ɛs,ʊn.ɛs,ɪnɛs,ʊnɛs
ɪn.ɛv,ʊn.ɛv,ɪnɛv,ʊnɛv
ɪn.ɛz,ʊn.ɛz,ɪnɛz,ʊnɛz
ɪn.ɛʃ,ʊn.ɛʃ,ɪnɛʃ,ʊnɛʃ
ɪn.ɛʒ,ʊn.ɛʒ,ɪnɛʒ,ʊnɛʒ
