ur_syll,sr_syll,ur_string,sr_string
ʃo.be,ʃo.bo,ʃobe,ʃobo
ʃo.de,ʃo.do,ʃode,ʃodo
ʃo.ge,ʃo.go,ʃoge,ʃogo
ʃo.fe,ʃo.fo,ʃofe,ʃofo
ʃo.se,ʃo.so,ʃose,ʃoso
ʃo.ve,ʃo.vo,ʃove,ʃovo
ʃo.ze,ʃo.zo,ʃoze,ʃozo
ʃo.ʃe,ʃo.ʃo,ʃoʃe,ʃoʃo
ʃo.ʒe,ʃo.ʒo,ʃoʒe,ʃoʒo
ʃo.θe,ʃo.θo,ʃoθe,ʃoθo
ʃo.ðe,ʃo.ðo,ʃoðe,ʃoðo
ʃo.he,ʃo.ho,ʃohe,ʃoho
ʃo.mu,ʃo.mi,ʃomu,ʃomi
ʃo.nu,ʃo.ni,ʃonu,ʃoni
ʃo.pu,ʃo.pi,ʃopu,ʃopi
ʃo.tu,ʃo.ti,ʃotu,ʃoti
ʃo.ku,ʃo.ki,ʃoku,ʃoki
ʃo.bu,ʃo.bi,ʃobu,ʃobi
ʃo.du,ʃo.di,ʃodu,ʃodi
ʃo.gu,ʃo.gi,ʃogu,ʃogi
ʃo.fu,ʃo.fi,ʃofu,ʃofi
ʃo.su,ʃo.si,ʃosu,ʃosi
ʃo.vu,ʃo.vi,ʃovu,ʃovi
ʃo.zu,ʃo.zi,ʃozu,ʃozi
ʃo.ʃu,ʃo.ʃi,ʃoʃu,ʃoʃi
ʃo.ʒu,ʃo.ʒi,ʃoʒu,ʃoʒi
ʃo.θu,ʃo.θi,ʃoθu,ʃoθi
ʃo.ðu,ʃo.ði,ʃoðu,ʃoði
ʃo.hu,ʃo.hi,ʃohu,ʃohi
ʃo.mo,ʃo.me,ʃomo,ʃome
ʃo.no,ʃo.ne,ʃono,ʃone
ʃo.po,ʃo.pe,ʃopo,ʃope
ʃo.to,ʃo.te,ʃoto,ʃote
ʃo.ko,ʃo.ke,ʃoko,ʃoke
ʃo.bo,ʃo.be,ʃobo,ʃobe
ʃo.do,ʃo.de,ʃodo,ʃode
ʃo.go,ʃo.ge,ʃogo,ʃoge
ʃo.fo,ʃo.fe,ʃofo,ʃofe
ʃo.so,ʃo.se,ʃoso,ʃose
ʃo.vo,ʃo.ve,ʃovo,ʃove
ʃo.zo,ʃo.ze,ʃozo,ʃoze
ʃo.ʃo,ʃo.ʃe,ʃoʃo,ʃoʃe
ʃo.ʒo,ʃo.ʒe,ʃoʒo,ʃoʒe
ʃo.θo,ʃo.θe,ʃoθo,ʃoθe
ʃo.ðo,ʃo.ðe,ʃoðo,ʃoðe
ʃo.ho,ʃo.he,ʃoho,ʃohe
ʒo.mi,ʒo.mu,ʒomi,ʒomu
ʒo.ni,ʒo.nu,ʒoni,ʒonu
ʒo.pi,ʒo.pu,ʒopi,ʒopu
ʒo.ti,ʒo.tu,ʒoti,ʒotu
ʒo.ki,ʒo.ku,ʒoki,ʒoku
ʒo.bi,ʒo.bu,ʒobi,ʒobu
ʒo.di,ʒo.du,ʒodi,ʒodu
ʒo.gi,ʒo.gu,ʒogi,ʒogu
ʒo.fi,ʒo.fu,ʒofi,ʒofu
ʒo.si,ʒo.su,ʒosi,ʒosu
ʒo.vi,ʒo.vu,ʒovi,ʒovu
ʒo.zi,ʒo.zu,ʒozi,ʒozu
ʒo.ʃi,ʒo.ʃu,ʒoʃi,ʒoʃu
ʒo.ʒi,ʒo.ʒu,ʒoʒi,ʒoʒu
ʒo.θi,ʒo.θu,ʒoθi,ʒoθu
ʒo.ði,ʒo.ðu,ʒoði,ʒoðu
ʒo.hi,ʒo.hu,ʒohi,ʒohu
ʒo.me,ʒo.mo,ʒome,ʒomo
ʒo.ne,ʒo.no,ʒone,ʒono
ʒo.pe,ʒo.po,ʒope,ʒopo
ʒo.te,ʒo.to,ʒote,ʒoto
ʒo.ke,ʒo.ko,ʒoke,ʒoko
ʒo.be,ʒo.bo,ʒobe,ʒobo
ʒo.de,ʒo.do,ʒode,ʒodo
ʒo.ge,ʒo.go,ʒoge,ʒogo
ʒo.fe,ʒo.fo,ʒofe,ʒofo
ʒo.se,ʒo.so,ʒose,ʒoso
ʒo.ve,ʒo.vo,ʒove,ʒovo
ʒo.ze,ʒo.zo,ʒoze,ʒozo
ʒo.ʃe,ʒo.ʃo,ʒoʃe,ʒoʃo
ʒo.ʒe,ʒo.ʒo,ʒoʒe,ʒoʒo
ʒo.θe,ʒo.θo,ʒoθe,ʒoθo
ʒo.ðe,ʒo.ðo,ʒoðe,ʒoðo
ʒo.he,ʒo.ho,ʒohe,ʒoho
ʒo.mu,ʒo.mi,ʒomu,ʒomi
ʒo.nu,ʒo.ni,ʒonu,ʒoni
ʒo.pu,ʒo.pi,ʒopu,ʒopi
ʒo.tu,ʒo.ti,ʒotu,ʒoti
ʒo.ku,ʒo.ki,ʒoku,ʒoki
ʒo.bu,ʒo.bi,ʒobu,ʒobi
ʒo.du,ʒo.di,ʒodu,ʒodi
ʒo.gu,ʒo.gi,ʒogu,ʒogi
ʒo.fu,ʒo.fi,ʒofu,ʒofi
ʒo.su,ʒo.si,ʒosu,ʒosi
ʒo.vu,ʒo.vi,ʒovu,ʒovi
ʒo.zu,ʒo.zi,ʒozu,ʒozi
ʒo.ʃu,ʒo.ʃi,ʒoʃu,ʒoʃi
ʒo.ʒu,ʒo.ʒi,ʒoʒu,ʒoʒi
ʒo.θu,ʒo.θi,ʒoθu,ʒoθi
ʒo.ðu,ʒo.ði,ʒoðu,ʒoði
ʒo.hu,ʒo.hi,ʒohu,ʒohi
ʒo.mo,ʒo.me,ʒomo,ʒome
ʒo.no,ʒo.ne,ʒono,ʒone
ʒo.po,ʒo.pe,ʒopo,ʒope
ʒo.to,ʒo.te,ʒoto,ʒote
ʒo.ko,ʒo.ke,ʒoko,ʒoke
ʒo.bo,ʒo.be,ʒobo,ʒobe
ʒo.do,ʒo.de,ʒodo,ʒode
ʒo.go,ʒo.ge,ʒogo,ʒoge
ʒo.fo,ʒo.fe,ʒofo,ʒofe
ʒo.so,ʒo.se,ʒoso,ʒose
ʒo.vo,ʒo.ve,ʒovo,ʒove
ʒo.zo,ʒo.ze,ʒozo,ʒoze
ʒo.ʃo,ʒo.ʃe,ʒoʃo,ʒoʃe
ʒo.ʒo,ʒo.ʒe,ʒoʒo,ʒoʒe
ʒo.θo,ʒo.θe,ʒoθo,ʒoθe
ʒo.ðo,ʒo.ðe,ʒoðo,ʒoðe
ʒo.ho,ʒo.he,ʒoho,ʒohe
θo.mi,θo.mu,θomi,θomu
θo.ni,θo.nu,θoni,θonu
θo.pi,θo.pu,θopi,θopu
θo.ti,θo.tu,θoti,θotu
θo.ki,θo.ku,θoki,θoku
θo.bi,θo.bu,θobi,θobu
θo.di,θo.du,θodi,θodu
θo.gi,θo.gu,θogi,θogu
θo.fi,θo.fu,θofi,θofu
θo.si,θo.su,θosi,θosu
θo.vi,θo.vu,θovi,θovu
θo.zi,θo.zu,θozi,θozu
θo.ʃi,θo.ʃu,θoʃi,θoʃu
θo.ʒi,θo.ʒu,θoʒi,θoʒu
θo.θi,θo.θu,θoθi,θoθu
θo.ði,θo.ðu,θoði,θoðu
θo.hi,θo.hu,θohi,θohu
θo.me,θo.mo,θome,θomo
θo.ne,θo.no,θone,θono
θo.pe,θo.po,θope,θopo
θo.te,θo.to,θote,θoto
θo.ke,θo.ko,θoke,θoko
θo.be,θo.bo,θobe,θobo
θo.de,θo.do,θode,θodo
θo.ge,θo.go,θoge,θogo
θo.fe,θo.fo,θofe,θofo
θo.se,θo.so,θose,θoso
θo.ve,θo.vo,θove,θovo
θo.ze,θo.zo,θoze,θozo
θo.ʃe,θo.ʃo,θoʃe,θoʃo
θo.ʒe,θo.ʒo,θoʒe,θoʒo
θo.θe,θo.θo,θoθe,θoθo
θo.ðe,θo.ðo,θoðe,θoðo
θo.he,θo.ho,θohe,θoho
θo.mu,θo.mi,θomu,θomi
θo.nu,θo.ni,θonu,θoni
θo.pu,θo.pi,θopu,θopi
θo.tu,θo.ti,θotu,θoti
θo.ku,θo.ki,θoku,θoki
θo.bu,θo.bi,θobu,θobi
θo.du,θo.di,θodu,θodi
θo.gu,θo.gi,θogu,θogi
θo.fu,θo.fi,θofu,θofi
θo.su,θo.si,θosu,θosi
θo.vu,θo.vi,θovu,θovi
θo.zu,θo.zi,θozu,θozi
θo.ʃu,θo.ʃi,θoʃu,θoʃi
θo.ʒu,θo.ʒi,θoʒu,θoʒi
θo.θu,θo.θi,θoθu,θoθi
θo.ðu,θo.ði,θoðu,θoði
θo.hu,θo.hi,θohu,θohi
θo.mo,θo.me,θomo,θome
θo.no,θo.ne,θono,θone
θo.po,θo.pe,θopo,θope
θo.to,θo.te,θoto,θote
θo.ko,θo.ke,θoko,θoke
θo.bo,θo.be,θobo,θobe
θo.do,θo.de,θodo,θode
θo.go,θo.ge,θogo,θoge
θo.fo,θo.fe,θofo,θofe
θo.so,θo.se,θoso,θose
θo.vo,θo.ve,θovo,θove
θo.zo,θo.ze,θozo,θoze
θo.ʃo,θo.ʃe,θoʃo,θoʃe
θo.ʒo,θo.ʒe,θoʒo,θoʒe
θo.θo,θo.θe,θoθo,θoθe
θo.ðo,θo.ðe,θoðo,θoðe
θo.ho,θo.he,θoho,θohe
ðo.mi,ðo.mu,ðomi,ðomu
ðo.ni,ðo.nu,ðoni,ðonu
ðo.pi,ðo.pu,ðopi,ðopu
ðo.ti,ðo.tu,ðoti,ðotu
ðo.ki,ðo.ku,ðoki,ðoku
ðo.bi,ðo.bu,ðobi,ðobu
ðo.di,ðo.du,ðodi,ðodu
ðo.gi,ðo.gu,ðogi,ðogu
ðo.fi,ðo.fu,ðofi,ðofu
ðo.si,ðo.su,ðosi,ðosu
ðo.vi,ðo.vu,ðovi,ðovu
ðo.zi,ðo.zu,ðozi,ðozu
ðo.ʃi,ðo.ʃu,ðoʃi,ðoʃu
ðo.ʒi,ðo.ʒu,ðoʒi,ðoʒu
ðo.θi,ðo.θu,ðoθi,ðoθu
ðo.ði,ðo.ðu,ðoði,ðoðu
ðo.hi,ðo.hu,ðohi,ðohu
ðo.me,ðo.mo,ðome,ðomo
ðo.ne,ðo.no,ðone,ðono
ðo.pe,ðo.po,ðope,ðopo
ðo.te,ðo.to,ðote,ðoto
ðo.ke,ðo.ko,ðoke,ðoko
ðo.be,ðo.bo,ðobe,ðobo
ðo.de,ðo.do,ðode,ðodo
ðo.ge,ðo.go,ðoge,ðogo
ðo.fe,ðo.fo,ðofe,ðofo
ðo.se,ðo.so,ðose,ðoso
ðo.ve,ðo.vo,ðove,ðovo
ðo.ze,ðo.zo,ðoze,ðozo
ðo.ʃe,ðo.ʃo,ðoʃe,ðoʃo
ðo.ʒe,ðo.ʒo,ðoʒe,ðoʒo
ðo.θe,ðo.θo,ðoθe,ðoθo
ðo.ðe,ðo.ðo,ðoðe,ðoðo
ðo.he,ðo.ho,ðohe,ðoho
ðo.mu,ðo.mi,ðomu,ðomi
ðo.nu,ðo.ni,ðonu,ðoni
ðo.pu,ðo.pi,ðopu,ðopi
ðo.tu,ðo.ti,ðotu,ðoti
ðo.ku,ðo.ki,ðoku,ðoki
ðo.bu,ðo.bi,ðobu,ðobi
ðo.du,ðo.di,ðodu,ðodi
ðo.gu,ðo.gi,ðogu,ðogi
ðo.fu,ðo.fi,ðofu,ðofi
ðo.su,ðo.si,ðosu,ðosi
ðo.vu,ðo.vi,ðovu,ðovi
ðo.zu,ðo.zi,ðozu,ðozi
ðo.ʃu,ðo.ʃi,ðoʃu,ðoʃi
ðo.ʒu,ðo.ʒi,ðoʒu,ðoʒi
ðo.θu,ðo.θi,ðoθu,ðoθi
ðo.ðu,ðo.ði,ðoðu,ðoði
ðo.hu,ðo.hi,ðohu,ðohi
ðo.mo,ðo.me,ðomo,ðome
ðo.no,ðo.ne,ðono,ðone
ðo.po,ðo.pe,ðopo,ðope
ðo.to,ðo.te,ðoto,ðote
ðo.ko,ðo.ke,ðoko,ðoke
ðo.bo,ðo.be,ðobo,ðobe
ðo.do,ðo.de,ðodo,ðode
ðo.go,ðo.ge,ðogo,ðoge
ðo.fo,ðo.fe,ðofo,ðofe
ðo.so,ðo.se,ðoso,ðose
ðo.vo,ðo.ve,ðovo,ðove
ðo.zo,ðo.ze,ðozo,ðoze
ðo.ʃo,ðo.ʃe,ðoʃo,ðoʃe
ðo.ʒo,ðo.ʒe,ðoʒo,ðoʒe
ðo.θo,ðo.θe,ðoθo,ðoθe
ðo.ðo,ðo.ðe,ðoðo,ðoðe
ðo.ho,ðo.he,ðoho,ðohe
ho.mi,ho.mu,homi,homu
ho.ni,ho.nu,honi,honu
ho.pi,ho.pu,hopi,hopu
ho.ti,ho.tu,hoti,hotu
ho.ki,ho.ku,hoki,hoku
ho.bi,ho.bu,hobi,hobu
ho.di,ho.du,hodi,hodu
ho.gi,ho.gu,hogi,hogu
ho.fi,ho.fu,hofi,hofu
ho.si,ho.su,hosi,hosu
ho.vi,ho.vu,hovi,hovu
ho.zi,ho.zu,hozi,hozu
ho.ʃi,ho.ʃu,hoʃi,hoʃu
ho.ʒi,ho.ʒu,hoʒi,hoʒu
ho.θi,ho.θu,hoθi,hoθu
ho.ði,ho.ðu,hoði,hoðu
ho.hi,ho.hu,hohi,hohu
ho.me,ho.mo,home,homo
ho.ne,ho.no,hone,hono
ho.pe,ho.po,hope,hopo
ho.te,ho.to,hote,hoto
ho.ke,ho.ko,hoke,hoko
ho.be,ho.bo,hobe,hobo
ho.de,ho.do,hode,hodo
ho.ge,ho.go,hoge,hogo
ho.fe,ho.fo,hofe,hofo
ho.se,ho.so,hose,hoso
ho.ve,ho.vo,hove,hovo
ho.ze,ho.zo,hoze,hozo
ho.ʃe,ho.ʃo,hoʃe,hoʃo
ho.ʒe,ho.ʒo,hoʒe,hoʒo
ho.θe,ho.θo,hoθe,hoθo
ho.ðe,ho.ðo,hoðe,hoðo
ho.he,ho.ho,hohe,hoho
ho.mu,ho.mi,homu,homi
ho.nu,ho.ni,honu,honi
ho.pu,ho.pi,hopu,hopi
ho.tu,ho.ti,hotu,hoti
ho.ku,ho.ki,hoku,hoki
ho.bu,ho.bi,hobu,hobi
ho.du,ho.di,hodu,hodi
ho.gu,ho.gi,hogu,hogi
ho.fu,ho.fi,hofu,hofi
ho.su,ho.si,hosu,hosi
ho.vu,ho.vi,hovu,hovi
ho.zu,ho.zi,hozu,hozi
ho.ʃu,ho.ʃi,hoʃu,hoʃi
ho.ʒu,ho.ʒi,hoʒu,hoʒi
ho.θu,ho.θi,hoθu,hoθi
ho.ðu,ho.ði,hoðu,hoði
ho.hu,ho.hi,hohu,hohi
ho.mo,ho.me,homo,home
ho.no,ho.ne,hono,hone
ho.po,ho.pe,hopo,hope
ho.to,ho.te,hoto,hote
ho.ko,ho.ke,hoko,hoke
ho.bo,ho.be,hobo,hobe
ho.do,ho.de,hodo,hode
ho.go,ho.ge,hogo,hoge
ho.fo,ho.fe,hofo,hofe
ho.so,ho.se,hoso,hose
ho.vo,ho.ve,hovo,hove
ho.zo,ho.ze,hozo,hoze
ho.ʃo,ho.ʃe,hoʃo,hoʃe
ho.ʒo,ho.ʒe,hoʒo,hoʒe
ho.θo,ho.θe,hoθo,hoθe
ho.ðo,ho.ðe,hoðo,hoðe
ho.ho,ho.he,hoho,hohe
ɪm.i,ɪm.u,ɪmi,ɪmu
ɪm.e,ɪm.o,ɪme,ɪmo
ɪm.u,ɪm.i,ɪmu,ɪmi
ɪm.o,ɪm.e,ɪmo,ɪme
ɪn.i,ɪn.u,ɪni,ɪnu
ɪn.e,ɪn.o,ɪne,ɪno
ɪn.u,ɪn.i,ɪnu,ɪni
ɪn.o,ɪn.e,ɪno,ɪne
ɪŋ.i,ɪŋ.u,ɪŋi,ɪŋu
ɪŋ.e,ɪŋ.o,ɪŋe,ɪŋo
ɪŋ.u,ɪŋ.i,ɪŋu,ɪŋi
ɪŋ.o,ɪŋ.e,ɪŋo,ɪŋe
ɪp.i,ɪp.u,ɪpi,ɪpu
ɪp.e,ɪp.o,ɪpe,ɪpo
ɪp.u,ɪp.i,ɪpu,ɪpi
ɪp.o,ɪp.e,ɪpo,ɪpe
ɪt.i,ɪt.u,ɪti,ɪtu
ɪt.e,ɪt.o,ɪte,ɪto
ɪt.u,ɪt.i,ɪtu,ɪti
ɪt.o,ɪt.e,ɪto,ɪte
ɪk.i,ɪk.u,ɪki,ɪku
ɪk.e,ɪk.o,ɪke,ɪko
ɪk.u,ɪk.i,ɪku,ɪki
ɪk.o,ɪk.e,ɪko,ɪke
ɪb.i,ɪb.u,ɪbi,ɪbu
ɪb.e,ɪb.o,ɪbe,ɪbo
ɪb.u,ɪb.i,ɪbu,ɪbi
ɪb.o,ɪb.e,ɪbo,ɪbe
ɪd.i,ɪd.u,ɪdi,ɪdu
ɪd.e,ɪd.o,ɪde,ɪdo
ɪd.u,ɪd.i,ɪdu,ɪdi
ɪd.o,ɪd.e,ɪdo,ɪde
ɪg.i,ɪg.u,ɪgi,ɪgu
ɪg.e,ɪg.o,ɪge,ɪgo
ɪg.u,ɪg.i,ɪgu,ɪgi
ɪg.o,ɪg.e,ɪgo,ɪge
ɪf.i,ɪf.u,ɪfi,ɪfu
ɪf.e,ɪf.o,ɪfe,ɪfo
ɪf.u,ɪf.i,ɪfu,ɪfi
ɪf.o,ɪf.e,ɪfo,ɪfe
ɪs.i,ɪs.u,ɪsi,ɪsu
ɪs.e,ɪs.o,ɪse,ɪso
ɪs.u,ɪs.i,ɪsu,ɪsi
ɪs.o,ɪs.e,ɪso,ɪse
ɪv.i,ɪv.u,ɪvi,ɪvu
ɪv.e,ɪv.o,ɪve,ɪvo
ɪv.u,ɪv.i,ɪvu,ɪvi
ɪv.o,ɪv.e,ɪvo,ɪve
ɪz.i,ɪz.u,ɪzi,ɪzu
ɪz.e,ɪz.o,ɪze,ɪzo
ɪz.u,ɪz.i,ɪzu,ɪzi
ɪz.o,ɪz.e,ɪzo,ɪze
ɪʃ.i,ɪʃ.u,ɪʃi,ɪʃu
ɪʃ.e,ɪʃ.o,ɪʃe,ɪʃo
ɪʃ.u,ɪʃ.i,ɪʃu,ɪʃi
ɪʃ.o,ɪʃ.e,ɪʃo,ɪʃe
ɪʒ.i,ɪʒ.u,ɪʒi,ɪʒu
ɪʒ.e,ɪʒ.o,ɪʒe,ɪʒo
ɪʒ.u,ɪʒ.i,ɪʒu,ɪʒi
ɪʒ.o,ɪʒ.e,ɪʒo,ɪʒe
ɪθ.i,ɪθ.u,ɪθi,ɪθu
ɪθ.e,ɪθ.o,ɪθe,ɪθo
ɪθ.u,ɪθ.i,ɪθu,ɪθi
ɪθ.o,ɪθ.e,ɪθo,ɪθe
ɪð.i,ɪð.u,ɪði,ɪðu
ɪð.e,ɪð.o,ɪðe,ɪðo
ɪð.u,ɪð.i,ɪðu,ɪði
ɪð.o,ɪð.e,ɪðo,ɪðe
ɛm.i,ɛm.u,ɛmi,ɛmu
ɛm.e,ɛm.o,ɛme,ɛmo
ɛm.u,ɛm.i,ɛmu,ɛmi
ɛm.o,ɛm.e,ɛmo,ɛme
ɛn.i,ɛn.u,ɛni,ɛnu
ɛn.e,ɛn.o,ɛne,ɛno
ɛn.u,ɛn.i,ɛnu,ɛni
ɛn.o,ɛn.e,ɛno,ɛne
ɛŋ.i,ɛŋ.u,ɛŋi,ɛŋu
ɛŋ.e,ɛŋ.o,ɛŋe,ɛŋo
ɛŋ.u,ɛŋ.i,ɛŋu,ɛŋi
ɛŋ.o,ɛŋ.e,ɛŋo,ɛŋe
ɛp.i,ɛp.u,ɛpi,ɛpu
ɛp.e,ɛp.o,ɛpe,ɛpo
ɛp.u,ɛp.i,ɛpu,ɛpi
ɛp.o,ɛp.e,ɛpo,ɛpe
ɛt.i,ɛt.u,ɛti,ɛtu
ɛt.e,ɛt.o,ɛte,ɛto
ɛt.u,ɛt.i,ɛtu,ɛti
ɛt.o,ɛt.e,ɛto,ɛte
ɛk.i,ɛk.u,ɛki,ɛku
ɛk.e,ɛk.o,ɛke,ɛko
ɛk.u,ɛk.i,ɛku,ɛki
ɛk.o,ɛk.e,ɛko,ɛke
ɛb.i,ɛb.u,ɛbi,ɛbu
ɛb.e,ɛb.o,ɛbe,ɛbo
ɛb.u,ɛb.i,ɛbu,ɛbi
ɛb.o,ɛb.e,ɛbo,ɛbe
ɛd.i,ɛd.u,ɛdi,ɛdu
ɛd.e,ɛd.o,ɛde,ɛdo
ɛd.u,ɛd.i,ɛdu,ɛdi
ɛd.o,ɛd.e,ɛdo,ɛde
ɛg.i,ɛg.u,ɛgi,ɛgu
ɛg.e,ɛg.o,ɛge,ɛgo
ɛg.u,ɛg.i,ɛgu,ɛgi
ɛg.o,ɛg.e,ɛgo,ɛge
ɛf.i,ɛf.u,ɛfi,ɛfu
ɛf.e,ɛf.o,ɛfe,ɛfo
ɛf.u,ɛf.i,ɛfu,ɛfi
ɛf.o,ɛf.e,ɛfo,ɛfe
ɛs.i,ɛs.u,ɛsi,ɛsu
ɛs.e,ɛs.o,ɛse,ɛso
ɛs.u,ɛs.i,ɛsu,ɛsi
ɛs.o,ɛs.e,ɛso,ɛse
ɛv.i,ɛv.u,ɛvi,ɛvu
ɛv.e,ɛv.o,ɛve,ɛvo
ɛv.u,ɛv.i,ɛvu,ɛvi
ɛv.o,ɛv.e,ɛvo,ɛve
ɛz.i,ɛz.u,ɛzi,ɛzu
ɛz.e,ɛz.o,ɛze,ɛzo
ɛz.u,ɛz.i,ɛzu,ɛzi
ɛz.o,ɛz.e,ɛzo,ɛze
ɛʃ.i,ɛʃ.u,ɛʃi,ɛʃu
ɛʃ.e,ɛʃ.o,ɛʃe,ɛʃo
ɛʃ.u,ɛʃ.i,ɛʃu,ɛʃi
ɛʃ.o,ɛʃ.e,ɛʃo,ɛʃe
ɛʒ.i,ɛʒ.u,ɛʒi,ɛʒu
ɛʒ.e,ɛʒ.o,ɛʒe,ɛʒo
ɛʒ.u,ɛʒ.i,ɛʒu,ɛʒi
ɛʒ.o,ɛʒ.e,ɛʒo,ɛʒe
ɛθ.i,ɛθ.u,ɛθi,ɛθu
ɛθ.e,ɛθ.o,ɛθe,ɛθo
ɛθ.u,ɛθ.i,ɛθu,ɛθi
ɛθ.o,ɛθ.e,ɛθo,ɛθe
ɛð.i,ɛð.u,ɛði,ɛðu
ɛð.e,ɛð.o,ɛðe,ɛðo
ɛð.u,ɛð.i,ɛðu,ɛði
ɛð.o,ɛð.e,ɛðo,ɛðe
ʊm.i,ʊm.u,ʊmi,ʊmu
ʊm.e,ʊm.o,ʊme,ʊmo
ʊm.u,ʊm.i,ʊmu,ʊmi
ʊm.o,ʊm.e,ʊmo,ʊme
ʊn.i,ʊn.u,ʊni,ʊnu
ʊn.e,ʊn.o,ʊne,ʊno
ʊn.u,ʊn.i,ʊnu,ʊni
ʊn.o,ʊn.e,ʊno,ʊne
ʊŋ.i,ʊŋ.u,ʊŋi,ʊŋu
ʊŋ.e,ʊŋ.o,ʊŋe,ʊŋo
ʊŋ.u,ʊŋ.i,ʊŋu,ʊŋi
ʊŋ.o,ʊŋ.e,ʊŋo,ʊŋe
ʊp.i,ʊp.u,ʊpi,ʊpu
ʊp.e,ʊp.o,ʊpe,ʊpo
ʊp.u,ʊp.i,ʊpu,ʊpi
ʊp.o,ʊp.e,ʊpo,ʊpe
ʊt.i,ʊt.u,ʊti,ʊtu
ʊt.e,ʊt.o,ʊte,ʊto
ʊt.u,ʊt.i,ʊtu,ʊti
ʊt.o,ʊt.e,ʊto,ʊte
ʊk.i,ʊk.u,ʊki,ʊku
ʊk.e,ʊk.o,ʊke,ʊko
ʊk.u,ʊk.i,ʊku,ʊki
ʊk.o,ʊk.e,ʊko,ʊke
ʊb.i,ʊb.u,ʊbi,ʊbu
ʊb.e,ʊb.o,ʊbe,ʊbo
ʊb.u,ʊb.i,ʊbu,ʊbi
ʊb.o,ʊb.e,ʊbo,ʊbe
ʊd.i,ʊd.u,ʊdi,ʊdu
ʊd.e,ʊd.o,ʊde,ʊdo
ʊd.u,ʊd.i,ʊdu,ʊdi
ʊd.o,ʊd.e,ʊdo,ʊde
ʊg.i,ʊg.u,ʊgi,ʊgu
ʊg.e,ʊg.o,ʊge,ʊgo
ʊg.u,ʊg.i,ʊgu,ʊgi
ʊg.o,ʊg.e,ʊgo,ʊge
ʊf.i,ʊf.u,ʊfi,ʊfu
ʊf.e,ʊf.o,ʊfe,ʊfo
ʊf.u,ʊf.i,ʊfu,ʊfi
ʊf.o,ʊf.e,ʊfo,ʊfe
ʊs.i,ʊs.u,ʊsi,ʊsu
ʊs.e,ʊs.o,ʊse,ʊso
ʊs.u,ʊs.i,ʊsu,ʊsi
ʊs.o,ʊs.e,ʊso,ʊse
ʊv.i,ʊv.u,ʊvi,ʊvu
ʊv.e,ʊv.o,ʊve,ʊvo
ʊv.u,ʊv.i,ʊvu,ʊvi
ʊv.o,ʊv.e,ʊvo,ʊve
ʊz.i,ʊz.u,ʊzi,ʊzu
ʊz.e,ʊz.o,ʊze,ʊzo
ʊz.u,ʊz.i,ʊzu,ʊzi
ʊz.o,ʊz.e,ʊzo,ʊze
ʊʃ.i,ʊʃ.u,ʊʃi,ʊʃu
ʊʃ.e,ʊʃ.o,ʊʃe,ʊʃo
ʊʃ.u,ʊʃ.i,ʊʃu,ʊʃi
ʊʃ.o,ʊʃ.e,ʊʃo,ʊʃe
ʊʒ.i,ʊʒ.u,ʊʒi,ʊʒu
ʊʒ.e,ʊʒ.o,ʊʒe,ʊʒo
ʊʒ.u,ʊʒ.i,ʊʒu,ʊʒi
ʊʒ.o,ʊʒ.e,ʊʒo,ʊʒe
ʊθ.i,ʊθ.u,ʊθi,ʊθu
ʊθ.e,ʊθ.o,ʊθe,ʊθo
ʊθ.u,ʊθ.i,ʊθu,ʊθi
ʊθ.o,ʊθ.e,ʊθo,ʊθe
ʊð.i,ʊð.u,ʊði,ʊðu
ʊð.e,ʊð.o,ʊðe,ʊðo
ʊð.u,ʊð.i,ʊðu,ʊði
ʊð.o,ʊð.e,ʊðo,ʊðe
ɔm.i,ɔm.u,ɔmi,ɔmu
ɔm.e,ɔm.o,ɔme,ɔmo
ɔm.u,ɔm.i,ɔmu,ɔmi
ɔm.o,ɔm.e,ɔmo,ɔme
ɔn.i,ɔn.u,ɔni,ɔnu
ɔn.e,ɔn.o,ɔne,ɔno
ɔn.u,ɔn.i,ɔnu,ɔni
ɔn.o,ɔn.e,ɔno,ɔne
ɔŋ.i,ɔŋ.u,ɔŋi,ɔŋu
ɔŋ.e,ɔŋ.o,ɔŋe,ɔŋo
ɔŋ.u,ɔŋ.i,ɔŋu,ɔŋi
ɔŋ.o,ɔŋ.e,ɔŋo,ɔŋe
ɔp.i,ɔp.u,ɔpi,ɔpu
ɔp.e,ɔp.o,ɔpe,ɔpo
ɔp.u,ɔp.i,ɔpu,ɔpi
ɔp.o,ɔp.e,ɔpo,ɔpe
ɔt.i,ɔt.u,ɔti,ɔtu
ɔt.e,ɔt.o,ɔte,ɔto
ɔt.u,ɔt.i,ɔtu,ɔti
ɔt.o,ɔt.e,ɔto,ɔte
ɔk.i,ɔk.u,ɔki,ɔku
ɔk.e,ɔk.o,ɔke,ɔko
ɔk.u,ɔk.i,ɔku,ɔki
ɔk.o,ɔk.e,ɔko,ɔke
ɔb.i,ɔb.u,ɔbi,ɔbu
ɔb.e,ɔb.o,ɔbe,ɔbo
ɔb.u,ɔb.i,ɔbu,ɔbi
ɔb.o,ɔb.e,ɔbo,ɔbe
ɔd.i,ɔd.u,ɔdi,ɔdu
ɔd.e,ɔd.o,ɔde,ɔdo
ɔd.u,ɔd.i,ɔdu,ɔdi
ɔd.o,ɔd.e,ɔdo,ɔde
